0 Uu Uu Uu Uu Uu Uu Uu Uu
0.008808 0s 0s 1s 0s 0s 0s 0s 1s
0.008812 0s 0s 0s 1s 1s 1s 1s 1s
0.008816 0s 0s 0s 1s 1s 1s 0s 1s
0.00882 0s 0s 0s 1s 1s 0s 1s 1s
0.008824 0s 0s 0s 1s 1s 0s 0s 1s
0.008827999999999999 0s 0s 0s 1s 0s 1s 1s 1s
0.008832 0s 0s 0s 1s 0s 1s 1s 0s
0.008836 0s 0s 0s 1s 0s 1s 0s 0s
0.008839999999999999 0s 0s 0s 1s 0s 0s 1s 0s
0.008844 0s 0s 0s 1s 0s 0s 0s 1s
0.008848 0s 0s 0s 0s 1s 1s 1s 1s
0.008851999999999999 0s 0s 0s 0s 1s 1s 1s 0s
0.008856 0s 0s 0s 0s 1s 1s 0s 0s
0.00886 0s 0s 0s 0s 1s 0s 1s 1s
0.008864 0s 0s 0s 0s 1s 0s 1s 0s
0.008868 0s 0s 0s 0s 1s 0s 0s 0s
0.008872 0s 0s 0s 0s 0s 1s 1s 1s
0.008876 0s 0s 0s 0s 0s 1s 1s 0s
0.008879999999999999 0s 0s 0s 0s 0s 1s 0s 1s
0.008884 0s 0s 0s 0s 0s 1s 0s 0s
0.008888 0s 0s 0s 0s 0s 1s 0s 0s
0.008891999999999999 0s 0s 0s 0s 0s 0s 1s 1s
0.008896 0s 0s 0s 0s 0s 0s 1s 0s
0.0089 0s 0s 0s 0s 0s 0s 1s 0s
0.008904 0s 0s 0s 0s 0s 0s 0s 1s
0.008908 0s 0s 0s 0s 0s 0s 0s 1s
0.008912 0s 0s 0s 0s 0s 0s 0s 0s
0.008916 0s 0s 0s 0s 0s 0s 0s 0s
0.008919999999999999 0s 0s 0s 0s 0s 0s 0s 0s
0.008924 0s 0s 0s 0s 0s 0s 0s 0s
0.008928 0s 0s 0s 0s 0s 0s 0s 0s
0.008931999999999999 0s 0s 0s 0s 0s 0s 0s 0s
0.008936 0s 0s 0s 0s 0s 0s 0s 0s
0.00894 0s 0s 0s 0s 0s 0s 0s 0s
0.008943999999999999 0s 0s 0s 0s 0s 0s 0s 0s
0.008948 0s 0s 0s 0s 0s 0s 0s 0s
0.008952 0s 0s 0s 0s 0s 0s 0s 1s
0.008956 0s 0s 0s 0s 0s 0s 0s 1s
0.00896 0s 0s 0s 0s 0s 0s 1s 0s
0.008964 0s 0s 0s 0s 0s 0s 1s 0s
0.008968 0s 0s 0s 0s 0s 0s 1s 1s
0.008971999999999999 0s 0s 0s 0s 0s 1s 0s 0s
0.008976 0s 0s 0s 0s 0s 1s 0s 1s
0.00898 0s 0s 0s 0s 0s 1s 1s 0s
0.008983999999999999 0s 0s 0s 0s 0s 1s 1s 1s
0.008988 0s 0s 0s 0s 1s 0s 0s 0s
0.008992 0s 0s 0s 0s 1s 0s 0s 1s
0.008995999999999999 0s 0s 0s 0s 1s 0s 1s 0s
0.009 0s 0s 0s 0s 1s 1s 0s 0s
0.009004 0s 0s 0s 0s 1s 1s 0s 1s
0.009008 0s 0s 0s 0s 1s 1s 1s 0s
0.009012 0s 0s 0s 1s 0s 0s 0s 0s
0.009016 0s 0s 0s 1s 0s 0s 0s 1s
0.00902 0s 0s 0s 1s 0s 0s 1s 1s
0.009023999999999999 0s 0s 0s 1s 0s 1s 0s 1s
0.009028 0s 0s 0s 1s 0s 1s 1s 1s
0.009032 0s 0s 0s 1s 1s 0s 0s 0s
0.009035999999999999 0s 0s 0s 1s 1s 0s 1s 0s
0.00904 0s 0s 0s 1s 1s 1s 0s 0s
0.009044 0s 0s 0s 1s 1s 1s 1s 0s
0.009047999999999999 0s 0s 1s 0s 0s 0s 0s 0s
0.009052 0s 0s 1s 0s 0s 0s 1s 1s
0.009056 0s 0s 1s 0s 0s 1s 0s 1s
0.00906 0s 0s 1s 0s 0s 1s 1s 1s
0.009064 0s 0s 1s 0s 1s 0s 0s 1s
0.009068 0s 0s 1s 0s 1s 1s 0s 0s
0.009072 0s 0s 1s 0s 1s 1s 1s 0s
0.009075999999999999 0s 0s 1s 1s 0s 0s 0s 0s
0.00908 0s 0s 1s 1s 0s 0s 1s 1s
0.009084 0s 0s 1s 1s 0s 1s 1s 0s
0.009087999999999999 0s 0s 1s 1s 1s 0s 0s 0s
0.009092 0s 0s 1s 1s 1s 0s 1s 1s
0.009096 0s 0s 1s 1s 1s 1s 0s 1s
0.0091 0s 1s 0s 0s 0s 0s 0s 0s
0.009104 0s 1s 0s 0s 0s 0s 1s 1s
0.009108 0s 1s 0s 0s 0s 1s 1s 0s
0.009112 0s 1s 0s 0s 1s 0s 0s 1s
0.009115999999999999 0s 1s 0s 0s 1s 0s 1s 1s
0.00912 0s 1s 0s 0s 1s 1s 1s 0s
0.009124 0s 1s 0s 1s 0s 0s 0s 1s
0.009127999999999999 0s 1s 0s 1s 0s 1s 0s 0s
0.009132 0s 1s 0s 1s 0s 1s 1s 1s
0.009136 0s 1s 0s 1s 1s 0s 1s 0s
0.009139999999999999 0s 1s 0s 1s 1s 1s 0s 1s
0.009144 0s 1s 1s 0s 0s 0s 0s 0s
0.009148 0s 1s 1s 0s 0s 0s 1s 1s
0.009152 0s 1s 1s 0s 0s 1s 1s 0s
0.009156 0s 1s 1s 0s 1s 0s 1s 0s
0.00916 0s 1s 1s 0s 1s 1s 0s 1s
0.009164 0s 1s 1s 1s 0s 0s 0s 0s
0.009167999999999999 0s 1s 1s 1s 0s 0s 1s 1s
0.009172 0s 1s 1s 1s 0s 1s 1s 0s
0.009176 0s 1s 1s 1s 1s 0s 0s 1s
0.009179999999999999 0s 1s 1s 1s 1s 1s 0s 0s
0.009184 0s 1s 1s 1s 1s 1s 1s 1s
0.009188 1s 0s 0s 0s 0s 0s 1s 1s
0.009191999999999999 1s 0s 0s 0s 0s 1s 1s 0s
0.009196 1s 0s 0s 0s 1s 0s 0s 1s
0.0092 1s 0s 0s 0s 1s 1s 0s 0s
0.009204 1s 0s 0s 0s 1s 1s 1s 1s
0.009208 1s 0s 0s 1s 0s 0s 1s 0s
0.009212 1s 0s 0s 1s 0s 1s 0s 1s
0.009216 1s 0s 0s 1s 1s 0s 0s 1s
0.009219999999999999 1s 0s 0s 1s 1s 1s 0s 0s
0.009224 1s 0s 0s 1s 1s 1s 1s 1s
0.009228 1s 0s 1s 0s 0s 0s 1s 0s
0.009231999999999999 1s 0s 1s 0s 0s 1s 0s 1s
0.009236 1s 0s 1s 0s 1s 0s 0s 0s
0.00924 1s 0s 1s 0s 1s 0s 1s 1s
0.009243999999999999 1s 0s 1s 0s 1s 1s 1s 0s
0.009248 1s 0s 1s 1s 0s 0s 0s 1s
0.009252 1s 0s 1s 1s 0s 1s 0s 0s
0.009256 1s 0s 1s 1s 0s 1s 1s 0s
0.00926 1s 0s 1s 1s 1s 0s 0s 1s
0.009264 1s 0s 1s 1s 1s 1s 0s 0s
0.009268 1s 0s 1s 1s 1s 1s 1s 1s
0.009271999999999999 1s 1s 0s 0s 0s 0s 1s 0s
0.009276 1s 1s 0s 0s 0s 1s 0s 0s
0.00928 1s 1s 0s 0s 0s 1s 1s 1s
0.009283999999999999 1s 1s 0s 0s 1s 0s 0s 1s
0.009288 1s 1s 0s 0s 1s 1s 0s 0s
0.009292 1s 1s 0s 0s 1s 1s 1s 1s
0.009296 1s 1s 0s 1s 0s 0s 0s 1s
0.0093 1s 1s 0s 1s 0s 0s 1s 1s
0.009304 1s 1s 0s 1s 0s 1s 1s 0s
0.009308 1s 1s 0s 1s 1s 0s 0s 0s
0.009311999999999999 1s 1s 0s 1s 1s 0s 1s 0s
0.009316 1s 1s 0s 1s 1s 1s 0s 0s
0.00932 1s 1s 0s 1s 1s 1s 1s 1s
0.009323999999999999 1s 1s 1s 0s 0s 0s 0s 1s
0.009328 1s 1s 1s 0s 0s 0s 1s 1s
0.009332 1s 1s 1s 0s 0s 1s 0s 1s
0.009335999999999999 1s 1s 1s 0s 0s 1s 1s 1s
0.00934 1s 1s 1s 0s 1s 0s 0s 0s
0.009344 1s 1s 1s 0s 1s 0s 1s 0s
0.009348 1s 1s 1s 0s 1s 1s 0s 0s
0.009352 1s 1s 1s 0s 1s 1s 1s 0s
0.009356 1s 1s 1s 0s 1s 1s 1s 1s
0.00936 1s 1s 1s 1s 0s 0s 0s 1s
0.009363999999999999 1s 1s 1s 1s 0s 0s 1s 0s
0.009368 1s 1s 1s 1s 0s 0s 1s 1s
0.009372 1s 1s 1s 1s 0s 1s 0s 1s
0.009375999999999999 1s 1s 1s 1s 0s 1s 1s 0s
0.00938 1s 1s 1s 1s 0s 1s 1s 1s
0.009384 1s 1s 1s 1s 1s 0s 0s 0s
0.009387999999999999 1s 1s 1s 1s 1s 0s 0s 1s
0.009392 1s 1s 1s 1s 1s 0s 1s 0s
0.009396 1s 1s 1s 1s 1s 0s 1s 1s
0.0094 1s 1s 1s 1s 1s 1s 0s 0s
0.009404 1s 1s 1s 1s 1s 1s 0s 1s
0.009408 1s 1s 1s 1s 1s 1s 0s 1s
0.009412 1s 1s 1s 1s 1s 1s 1s 0s
0.009415999999999999 1s 1s 1s 1s 1s 1s 1s 0s
0.00942 1s 1s 1s 1s 1s 1s 1s 1s
0.009424 1s 1s 1s 1s 1s 1s 1s 1s
0.009427999999999999 1s 1s 1s 1s 1s 1s 1s 1s
0.009432 1s 1s 1s 1s 1s 1s 1s 1s
0.009436 1s 1s 1s 1s 1s 1s 1s 1s
0.009439999999999999 1s 1s 1s 1s 1s 1s 1s 1s
0.009444 1s 1s 1s 1s 1s 1s 1s 1s
0.009448 1s 1s 1s 1s 1s 1s 1s 1s
0.009452 1s 1s 1s 1s 1s 1s 1s 1s
0.009455999999999999 1s 1s 1s 1s 1s 1s 1s 1s
0.00946 1s 1s 1s 1s 1s 1s 1s 0s
0.009464 1s 1s 1s 1s 1s 1s 1s 0s
0.009467999999999999 1s 1s 1s 1s 1s 1s 0s 1s
0.009472 1s 1s 1s 1s 1s 1s 0s 1s
0.009476 1s 1s 1s 1s 1s 1s 0s 0s
0.009479999999999999 1s 1s 1s 1s 1s 0s 1s 1s
0.009484 1s 1s 1s 1s 1s 0s 1s 1s
0.009488 1s 1s 1s 1s 1s 0s 1s 0s
0.009492 1s 1s 1s 1s 1s 0s 0s 1s
0.009496 1s 1s 1s 1s 1s 0s 0s 0s
0.0095 1s 1s 1s 1s 0s 1s 1s 1s
0.009504 1s 1s 1s 1s 0s 1s 0s 1s
0.009507999999999999 1s 1s 1s 1s 0s 1s 0s 0s
0.009512 1s 1s 1s 1s 0s 0s 1s 1s
0.009516 1s 1s 1s 1s 0s 0s 0s 1s
0.009519999999999999 1s 1s 1s 1s 0s 0s 0s 0s
0.009524 1s 1s 1s 0s 1s 1s 1s 0s
0.009528 1s 1s 1s 0s 1s 1s 0s 1s
0.009531999999999999 1s 1s 1s 0s 1s 0s 1s 1s
0.009536 1s 1s 1s 0s 1s 0s 0s 1s
0.00954 1s 1s 1s 0s 1s 0s 0s 0s
0.009544 1s 1s 1s 0s 0s 1s 1s 0s
0.009548 1s 1s 1s 0s 0s 1s 0s 0s
0.009552 1s 1s 1s 0s 0s 0s 1s 0s
0.009556 1s 1s 1s 0s 0s 0s 0s 0s
0.009559999999999999 1s 1s 0s 1s 1s 1s 1s 0s
0.009564 1s 1s 0s 1s 1s 0s 1s 1s
0.009568 1s 1s 0s 1s 1s 0s 0s 1s
0.009571999999999999 1s 1s 0s 1s 0s 1s 1s 1s
0.009576 1s 1s 0s 1s 0s 1s 0s 1s
0.00958 1s 1s 0s 1s 0s 0s 1s 0s
0.009583999999999999 1s 1s 0s 1s 0s 0s 0s 0s
0.009588 1s 1s 0s 0s 1s 1s 0s 1s
0.009592 1s 1s 0s 0s 1s 0s 1s 1s
0.009596 1s 1s 0s 0s 1s 0s 0s 0s
0.0096 1s 1s 0s 0s 0s 1s 1s 0s
0.009604 1s 1s 0s 0s 0s 0s 1s 1s
0.009608 1s 1s 0s 0s 0s 0s 0s 0s
0.009611999999999999 1s 0s 1s 1s 1s 1s 0s 1s
0.009616 1s 0s 1s 1s 1s 0s 1s 1s
0.00962 1s 0s 1s 1s 1s 0s 0s 0s
0.009623999999999999 1s 0s 1s 1s 0s 1s 0s 1s
0.009628 1s 0s 1s 1s 0s 0s 1s 0s
0.009632 1s 0s 1s 0s 1s 1s 1s 1s
0.009635999999999999 1s 0s 1s 0s 1s 1s 0s 0s
0.00964 1s 0s 1s 0s 1s 0s 0s 1s
0.009644 1s 0s 1s 0s 0s 1s 1s 0s
0.009648 1s 0s 1s 0s 0s 0s 1s 1s
0.009651999999999999 1s 0s 1s 0s 0s 0s 0s 0s
0.009656 1s 0s 0s 1s 1s 1s 0s 1s
0.00966 1s 0s 0s 1s 1s 0s 1s 0s
0.009663999999999999 1s 0s 0s 1s 0s 1s 1s 1s
0.009668 1s 0s 0s 1s 0s 1s 0s 0s
0.009672 1s 0s 0s 1s 0s 0s 0s 1s
0.009675999999999999 1s 0s 0s 0s 1s 1s 1s 0s
0.00968 1s 0s 0s 0s 1s 0s 1s 1s
0.009684 1s 0s 0s 0s 0s 1s 1s 1s
0.009687999999999999 1s 0s 0s 0s 0s 1s 0s 0s
0.009692 1s 0s 0s 0s 0s 0s 0s 1s
0.009696 0s 1s 1s 1s 1s 1s 1s 0s
0.0097 0s 1s 1s 1s 1s 0s 1s 1s
0.009703999999999999 0s 1s 1s 1s 1s 0s 0s 0s
0.009708 0s 1s 1s 1s 0s 1s 0s 0s
0.009712 0s 1s 1s 1s 0s 0s 0s 1s
0.009715999999999999 0s 1s 1s 0s 1s 1s 1s 0s
0.00972 0s 1s 1s 0s 1s 0s 1s 1s
0.009724 0s 1s 1s 0s 1s 0s 0s 0s
0.009727999999999999 0s 1s 1s 0s 0s 1s 0s 1s
0.009732 0s 1s 1s 0s 0s 0s 1s 0s
0.009736 0s 1s 0s 1s 1s 1s 1s 1s
0.00974 0s 1s 0s 1s 1s 1s 0s 0s
0.009744 0s 1s 0s 1s 1s 0s 0s 1s
0.009748 0s 1s 0s 1s 0s 1s 1s 0s
0.009752 0s 1s 0s 1s 0s 0s 1s 1s
0.009755999999999999 0s 1s 0s 1s 0s 0s 0s 0s
0.00976 0s 1s 0s 0s 1s 1s 0s 1s
0.009764 0s 1s 0s 0s 1s 0s 1s 0s
0.009767999999999999 0s 1s 0s 0s 0s 1s 1s 1s
0.009772 0s 1s 0s 0s 0s 1s 0s 0s
0.009776 0s 1s 0s 0s 0s 0s 1s 0s
0.009779999999999999 0s 0s 1s 1s 1s 1s 1s 1s
0.009784 0s 0s 1s 1s 1s 1s 0s 0s
0.009788 0s 0s 1s 1s 1s 0s 0s 1s
0.009792 0s 0s 1s 1s 0s 1s 1s 1s
0.009796 0s 0s 1s 1s 0s 1s 0s 0s
0.0098 0s 0s 1s 1s 0s 0s 1s 0s
0.009804 0s 0s 1s 0s 1s 1s 1s 1s
0.009807999999999999 0s 0s 1s 0s 1s 1s 0s 1s
0.009812 0s 0s 1s 0s 1s 0s 1s 0s
0.009816 0s 0s 1s 0s 1s 0s 0s 0s
0.009819999999999999 0s 0s 1s 0s 0s 1s 1s 0s
0.009824 0s 0s 1s 0s 0s 1s 0s 0s
0.009828 0s 0s 1s 0s 0s 0s 0s 1s
0.009831999999999999 0s 0s 0s 1s 1s 1s 1s 1s
0.009836 0s 0s 0s 1s 1s 1s 0s 1s
0.00984 0s 0s 0s 1s 1s 0s 1s 1s
0.009844 0s 0s 0s 1s 1s 0s 0s 1s
0.009847999999999999 0s 0s 0s 1s 0s 1s 1s 1s
0.009852 0s 0s 0s 1s 0s 1s 1s 0s
0.009856 0s 0s 0s 1s 0s 1s 0s 0s
0.009859999999999999 0s 0s 0s 1s 0s 0s 1s 0s
0.009864 0s 0s 0s 1s 0s 0s 0s 1s
0.009868 0s 0s 0s 0s 1s 1s 1s 1s
0.009871999999999999 0s 0s 0s 0s 1s 1s 1s 0s
0.009876 0s 0s 0s 0s 1s 1s 0s 0s
0.00988 0s 0s 0s 0s 1s 0s 1s 1s
0.009883999999999999 0s 0s 0s 0s 1s 0s 1s 0s
0.009888 0s 0s 0s 0s 1s 0s 0s 0s
0.009892 0s 0s 0s 0s 0s 1s 1s 1s
0.009896 0s 0s 0s 0s 0s 1s 1s 0s
0.009899999999999999 0s 0s 0s 0s 0s 1s 0s 1s
0.009904 0s 0s 0s 0s 0s 1s 0s 0s
0.009908 0s 0s 0s 0s 0s 1s 0s 0s
0.009911999999999999 0s 0s 0s 0s 0s 0s 1s 1s
0.009916 0s 0s 0s 0s 0s 0s 1s 0s
0.00992 0s 0s 0s 0s 0s 0s 1s 0s
0.009923999999999999 0s 0s 0s 0s 0s 0s 0s 1s
0.009928 0s 0s 0s 0s 0s 0s 0s 1s
0.009932 0s 0s 0s 0s 0s 0s 0s 0s
0.009936 0s 0s 0s 0s 0s 0s 0s 0s
0.00994 0s 0s 0s 0s 0s 0s 0s 0s
0.009944 0s 0s 0s 0s 0s 0s 0s 0s
0.009948 0s 0s 0s 0s 0s 0s 0s 0s
0.009951999999999999 0s 0s 0s 0s 0s 0s 0s 0s
0.009956 0s 0s 0s 0s 0s 0s 0s 0s
0.00996 0s 0s 0s 0s 0s 0s 0s 0s
0.009963999999999999 0s 0s 0s 0s 0s 0s 0s 0s
0.009968 0s 0s 0s 0s 0s 0s 0s 0s
0.009972 0s 0s 0s 0s 0s 0s 0s 1s
0.009975999999999999 0s 0s 0s 0s 0s 0s 0s 1s
0.00998 0s 0s 0s 0s 0s 0s 1s 0s
0.009984 0s 0s 0s 0s 0s 0s 1s 0s
0.009988 0s 0s 0s 0s 0s 0s 1s 1s
0.009992 0s 0s 0s 0s 0s 1s 0s 0s
0.009996 0s 0s 0s 0s 0s 1s 0s 1s
0.01 0s 0s 0s 0s 0s 1s 1s 0s
0.010003999999999999 0s 0s 0s 0s 0s 1s 1s 1s
0.010008 0s 0s 0s 0s 1s 0s 0s 0s
0.010012 0s 0s 0s 0s 1s 0s 0s 1s
0.010015999999999999 0s 0s 0s 0s 1s 0s 1s 0s
0.01002 0s 0s 0s 0s 1s 1s 0s 0s
0.010024 0s 0s 0s 0s 1s 1s 0s 1s
0.010027999999999999 0s 0s 0s 0s 1s 1s 1s 0s
0.010032 0s 0s 0s 1s 0s 0s 0s 0s
0.010036 0s 0s 0s 1s 0s 0s 0s 1s
0.01004 0s 0s 0s 1s 0s 0s 1s 1s
0.010043999999999999 0s 0s 0s 1s 0s 1s 0s 1s
0.010048 0s 0s 0s 1s 0s 1s 1s 1s
0.010052 0s 0s 0s 1s 1s 0s 0s 0s
0.010055999999999999 0s 0s 0s 1s 1s 0s 1s 0s
0.01006 0s 0s 0s 1s 1s 1s 0s 0s
0.010064 0s 0s 0s 1s 1s 1s 1s 0s
0.010067999999999999 0s 0s 1s 0s 0s 0s 0s 0s
0.010072 0s 0s 1s 0s 0s 0s 1s 1s
0.010076 0s 0s 1s 0s 0s 1s 0s 1s
0.010079999999999999 0s 0s 1s 0s 0s 1s 1s 1s
0.010084 0s 0s 1s 0s 1s 0s 0s 1s
0.010088 0s 0s 1s 0s 1s 1s 0s 0s
0.010092 0s 0s 1s 0s 1s 1s 1s 0s
0.010095999999999999 0s 0s 1s 1s 0s 0s 0s 0s
0.0101 0s 0s 1s 1s 0s 0s 1s 1s
0.010104 0s 0s 1s 1s 0s 1s 1s 0s
0.010107999999999999 0s 0s 1s 1s 1s 0s 0s 0s
0.010112 0s 0s 1s 1s 1s 0s 1s 1s
0.010116 0s 0s 1s 1s 1s 1s 0s 1s
0.010119999999999999 0s 1s 0s 0s 0s 0s 0s 0s
0.010124 0s 1s 0s 0s 0s 0s 1s 1s
0.010128 0s 1s 0s 0s 0s 1s 1s 0s
0.010132 0s 1s 0s 0s 1s 0s 0s 1s
0.010136 0s 1s 0s 0s 1s 0s 1s 1s
0.01014 0s 1s 0s 0s 1s 1s 1s 0s
0.010144 0s 1s 0s 1s 0s 0s 0s 1s
0.010147999999999999 0s 1s 0s 1s 0s 1s 0s 0s
0.010152 0s 1s 0s 1s 0s 1s 1s 1s
0.010156 0s 1s 0s 1s 1s 0s 1s 0s
0.010159999999999999 0s 1s 0s 1s 1s 1s 0s 1s
0.010164 0s 1s 1s 0s 0s 0s 0s 0s
0.010168 0s 1s 1s 0s 0s 0s 1s 1s
0.010171999999999999 0s 1s 1s 0s 0s 1s 1s 0s
0.010176 0s 1s 1s 0s 1s 0s 1s 0s
0.01018 0s 1s 1s 0s 1s 1s 0s 1s
0.010184 0s 1s 1s 1s 0s 0s 0s 0s
0.010188 0s 1s 1s 1s 0s 0s 1s 1s
0.010192 0s 1s 1s 1s 0s 1s 1s 0s
0.010196 0s 1s 1s 1s 1s 0s 0s 1s
0.010199999999999999 0s 1s 1s 1s 1s 1s 0s 0s
0.010204 0s 1s 1s 1s 1s 1s 1s 1s
0.010208 1s 0s 0s 0s 0s 0s 1s 1s
0.010211999999999999 1s 0s 0s 0s 0s 1s 1s 0s
0.010216 1s 0s 0s 0s 1s 0s 0s 1s
0.01022 1s 0s 0s 0s 1s 1s 0s 0s
0.010223999999999999 1s 0s 0s 0s 1s 1s 1s 1s
0.010228 1s 0s 0s 1s 0s 0s 1s 0s
0.010232 1s 0s 0s 1s 0s 1s 0s 1s
0.010236 1s 0s 0s 1s 1s 0s 0s 1s
0.010239999999999999 1s 0s 0s 1s 1s 1s 0s 0s
0.010244 1s 0s 0s 1s 1s 1s 1s 1s
0.010248 1s 0s 1s 0s 0s 0s 1s 0s
0.010251999999999999 1s 0s 1s 0s 0s 1s 0s 1s
0.010256 1s 0s 1s 0s 1s 0s 0s 0s
0.01026 1s 0s 1s 0s 1s 0s 1s 1s
0.010263999999999999 1s 0s 1s 0s 1s 1s 1s 0s
0.010268 1s 0s 1s 1s 0s 0s 0s 1s
0.010272 1s 0s 1s 1s 0s 1s 0s 0s
0.010275999999999999 1s 0s 1s 1s 0s 1s 1s 0s
0.01028 1s 0s 1s 1s 1s 0s 0s 1s
0.010284 1s 0s 1s 1s 1s 1s 0s 0s
0.010288 1s 0s 1s 1s 1s 1s 1s 1s
0.010291999999999999 1s 1s 0s 0s 0s 0s 1s 0s
0.010296 1s 1s 0s 0s 0s 1s 0s 0s
0.0103 1s 1s 0s 0s 0s 1s 1s 1s
0.010303999999999999 1s 1s 0s 0s 1s 0s 0s 1s
0.010308 1s 1s 0s 0s 1s 1s 0s 0s
0.010312 1s 1s 0s 0s 1s 1s 1s 1s
0.010315999999999999 1s 1s 0s 1s 0s 0s 0s 1s
0.01032 1s 1s 0s 1s 0s 0s 1s 1s
0.010324 1s 1s 0s 1s 0s 1s 1s 0s
0.010328 1s 1s 0s 1s 1s 0s 0s 0s
0.010332 1s 1s 0s 1s 1s 0s 1s 0s
0.010336 1s 1s 0s 1s 1s 1s 0s 0s
0.01034 1s 1s 0s 1s 1s 1s 1s 1s
0.010343999999999999 1s 1s 1s 0s 0s 0s 0s 1s
0.010348 1s 1s 1s 0s 0s 0s 1s 1s
0.010352 1s 1s 1s 0s 0s 1s 0s 1s
0.010355999999999999 1s 1s 1s 0s 0s 1s 1s 1s
0.01036 1s 1s 1s 0s 1s 0s 0s 0s
0.010364 1s 1s 1s 0s 1s 0s 1s 0s
0.010367999999999999 1s 1s 1s 0s 1s 1s 0s 0s
0.010372 1s 1s 1s 0s 1s 1s 1s 0s
0.010376 1s 1s 1s 0s 1s 1s 1s 1s
0.01038 1s 1s 1s 1s 0s 0s 0s 1s
0.010384 1s 1s 1s 1s 0s 0s 1s 0s
0.010388 1s 1s 1s 1s 0s 0s 1s 1s
0.010392 1s 1s 1s 1s 0s 1s 0s 1s
0.010395999999999999 1s 1s 1s 1s 0s 1s 1s 0s
0.0104 1s 1s 1s 1s 0s 1s 1s 1s
0.010404 1s 1s 1s 1s 1s 0s 0s 0s
0.010407999999999999 1s 1s 1s 1s 1s 0s 0s 1s
0.010412 1s 1s 1s 1s 1s 0s 1s 0s
0.010416 1s 1s 1s 1s 1s 0s 1s 1s
0.010419999999999999 1s 1s 1s 1s 1s 1s 0s 0s
0.010424 1s 1s 1s 1s 1s 1s 0s 1s
0.010428 1s 1s 1s 1s 1s 1s 0s 1s
0.010432 1s 1s 1s 1s 1s 1s 1s 0s
0.010435999999999999 1s 1s 1s 1s 1s 1s 1s 0s
0.01044 1s 1s 1s 1s 1s 1s 1s 1s
0.010444 1s 1s 1s 1s 1s 1s 1s 1s
0.010447999999999999 1s 1s 1s 1s 1s 1s 1s 1s
0.010452 1s 1s 1s 1s 1s 1s 1s 1s
0.010456 1s 1s 1s 1s 1s 1s 1s 1s
0.010459999999999999 1s 1s 1s 1s 1s 1s 1s 1s
0.010464 1s 1s 1s 1s 1s 1s 1s 1s
0.010468 1s 1s 1s 1s 1s 1s 1s 1s
0.010471999999999999 1s 1s 1s 1s 1s 1s 1s 1s
0.010476 1s 1s 1s 1s 1s 1s 1s 1s
0.01048 1s 1s 1s 1s 1s 1s 1s 0s
0.010484 1s 1s 1s 1s 1s 1s 1s 0s
0.010487999999999999 1s 1s 1s 1s 1s 1s 0s 1s
0.010492 1s 1s 1s 1s 1s 1s 0s 1s
0.010496 1s 1s 1s 1s 1s 1s 0s 0s
0.010499999999999999 1s 1s 1s 1s 1s 0s 1s 1s
0.010504 1s 1s 1s 1s 1s 0s 1s 1s
0.010508 1s 1s 1s 1s 1s 0s 1s 0s
0.010511999999999999 1s 1s 1s 1s 1s 0s 0s 1s
0.010516 1s 1s 1s 1s 1s 0s 0s 0s
0.01052 1s 1s 1s 1s 0s 1s 1s 1s
0.010524 1s 1s 1s 1s 0s 1s 0s 1s
0.010528 1s 1s 1s 1s 0s 1s 0s 0s
0.010532 1s 1s 1s 1s 0s 0s 1s 1s
0.010536 1s 1s 1s 1s 0s 0s 0s 1s
0.010539999999999999 1s 1s 1s 1s 0s 0s 0s 0s
0.010544 1s 1s 1s 0s 1s 1s 1s 0s
0.010548 1s 1s 1s 0s 1s 1s 0s 1s
0.010551999999999999 1s 1s 1s 0s 1s 0s 1s 1s
0.010556 1s 1s 1s 0s 1s 0s 0s 1s
0.01056 1s 1s 1s 0s 1s 0s 0s 0s
0.010563999999999999 1s 1s 1s 0s 0s 1s 1s 0s
0.010568 1s 1s 1s 0s 0s 1s 0s 0s
0.010572 1s 1s 1s 0s 0s 0s 1s 0s
0.010576 1s 1s 1s 0s 0s 0s 0s 0s
0.010579999999999999 1s 1s 0s 1s 1s 1s 1s 0s
0.010584 1s 1s 0s 1s 1s 0s 1s 1s
0.010588 1s 1s 0s 1s 1s 0s 0s 1s
0.010591999999999999 1s 1s 0s 1s 0s 1s 1s 1s
0.010596 1s 1s 0s 1s 0s 1s 0s 1s
0.0106 1s 1s 0s 1s 0s 0s 1s 0s
0.010603999999999999 1s 1s 0s 1s 0s 0s 0s 0s
0.010608 1s 1s 0s 0s 1s 1s 0s 1s
0.010612 1s 1s 0s 0s 1s 0s 1s 1s
0.010615999999999999 1s 1s 0s 0s 1s 0s 0s 0s
0.01062 1s 1s 0s 0s 0s 1s 1s 0s
0.010624 1s 1s 0s 0s 0s 0s 1s 1s
0.010628 1s 1s 0s 0s 0s 0s 0s 0s
0.010631999999999999 1s 0s 1s 1s 1s 1s 0s 1s
0.010636 1s 0s 1s 1s 1s 0s 1s 1s
0.01064 1s 0s 1s 1s 1s 0s 0s 0s
0.010643999999999999 1s 0s 1s 1s 0s 1s 0s 1s
0.010648 1s 0s 1s 1s 0s 0s 1s 0s
0.010652 1s 0s 1s 0s 1s 1s 1s 1s
0.010655999999999999 1s 0s 1s 0s 1s 1s 0s 0s
0.01066 1s 0s 1s 0s 1s 0s 0s 1s
0.010664 1s 0s 1s 0s 0s 1s 1s 0s
